Region_code,Region_label,Civilstand_code,Civilstand_label,Alder_code,Alder_label,Kon_code,Kon_label,ContentsCode_code,ContentsCode_label,Tid_code,Tid_label,value
01,Stockholms län,G,gifta,0,0 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,1,1 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,1,1 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,2,2 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,2,2 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,3,3 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,3,3 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,4,4 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,4,4 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,5,5 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,5,5 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,6,6 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,6,6 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,7,7 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,7,7 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,8,8 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,8,8 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,9,9 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,9,9 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,10,10 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,10,10 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,11,11 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,11,11 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,12,12 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,12,12 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,13,13 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,13,13 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,14,14 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,14,14 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,15,15 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,15,15 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,16,16 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,16,16 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,17,17 år,1,män,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,17,17 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,0
01,Stockholms län,G,gifta,18,18 år,1,män,BE0101N1,Folkmängd,2024,2024,1
01,Stockholms län,G,gifta,18,18 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,6
01,Stockholms län,G,gifta,19,19 år,1,män,BE0101N1,Folkmängd,2024,2024,4
01,Stockholms län,G,gifta,19,19 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,27
01,Stockholms län,G,gifta,20,20 år,1,män,BE0101N1,Folkmängd,2024,2024,13
01,Stockholms län,G,gifta,20,20 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,76
01,Stockholms län,G,gifta,21,21 år,1,män,BE0101N1,Folkmängd,2024,2024,55
01,Stockholms län,G,gifta,21,21 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,200
01,Stockholms län,G,gifta,22,22 år,1,män,BE0101N1,Folkmängd,2024,2024,85
01,Stockholms län,G,gifta,22,22 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,344
01,Stockholms län,G,gifta,23,23 år,1,män,BE0101N1,Folkmängd,2024,2024,158
01,Stockholms län,G,gifta,23,23 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,603
01,Stockholms län,G,gifta,24,24 år,1,män,BE0101N1,Folkmängd,2024,2024,330
01,Stockholms län,G,gifta,24,24 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,825
01,Stockholms län,G,gifta,25,25 år,1,män,BE0101N1,Folkmängd,2024,2024,715
01,Stockholms län,G,gifta,25,25 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,1240
01,Stockholms län,G,gifta,26,26 år,1,män,BE0101N1,Folkmängd,2024,2024,821
01,Stockholms län,G,gifta,26,26 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,1735
01,Stockholms län,G,gifta,27,27 år,1,män,BE0101N1,Folkmängd,2024,2024,1037
01,Stockholms län,G,gifta,27,27 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,2160
01,Stockholms län,G,gifta,28,28 år,1,män,BE0101N1,Folkmängd,2024,2024,1473
01,Stockholms län,G,gifta,28,28 år,2,kvinnor,BE0101N1,Folkmängd,2024,2024,2884
01,Stockholms län,G,gifta,29,29 år,1,män,BE0101N1,Folkmängd,2024,2024,2278
