cluster,n_regions,regions,mean_pct_65,mean_log_pop,mean_utrikes_fodda,mean_eftergymn,mean_premature_mort,mean_vyndaqel,mean_ibrance,cluster_label
1,6,"Stockholm, Uppsala, Östergötland, Skåne, Halland, Västra Götaland",20.143247955238277,5.936615393329016,20.816666666666666,50.62166666666666,165.8,3.605858237784823,9.880211355384692,D. Affluent mid-size
2,15,"Gotland, Sörmland, Västmanland, Örebro, Dalarna, Gävleborg, Värmland, Jönköping, Kalmar, Blekinge, Kronoberg, Västernorrland, Jämtland Härjedalen, Västerbotten, Norrbotten",24.243915446438503,5.358759652963622,15.371333333333334,41.668,184.1,6.555926644467247,5.202817563515021,E. Mid-range standard
