Landsting , "1997(tot)" , "1997(inc/100.000)" , "1998(tot)" , "1998(inc/100.000)" , "1999(tot)" , "1999(inc/100.000)" , "2000(tot)" , "2000(inc/100.000)" , "2001(tot)" , "2001(inc/100.000)" , "2002(tot)" , "2002(inc/100.000)" , "2003(tot)" , "2003(inc/100.000)" , "2004(tot)" , "2004(inc/100.000)" , "2005(tot)" , "2005(inc/100.000)" , "2006(tot)" , "2006(inc/100.000)" , "2007(tot)" , "2007(inc/100.000)" , "2008(tot)" , "2008(inc/100.000)" , "2009(tot)" , "2009(inc/100.000)" , "2010(tot)" , "2010(inc/100.000)" , "2011(tot)" , "2011(inc/100.000)" , "2012(tot)" , "2012(inc/100.000)" , "2013(tot)" , "2013(inc/100.000)" , "2014(tot)" , "2014(inc/100.000)" , "2015(tot)" , "2015(inc/100.000)" , "2016(tot)" , "2016(inc/100.000)" , "2017(tot)" , "2017(inc/100.000)" , "2018(tot)" , "2018(inc/100.000)" , "2019(tot)" , "2019(inc/100.000)" , "2020(tot)" , "2020(inc/100.000)" , "2021(tot)" , "2021(inc/100.000)" , "2022(tot)" , "2022(inc/100.000)" , "2023(tot)" , "2023(inc/100.000)" , "2024(tot)" , "2024(inc/100.000)" , "2025(tot)" , "2025(inc/100.000)"
"Skåne " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0.34 , 4 , 0.34 , 7 , 0.59 , 4 , 0.33 , 5 , 0.41 , 9 , 0.73 , 4 , 0.32 , 5 , 0.40 , 7 , 0.55 , 9 , 0.71 , 9 , 0.70 , 10 , 0.77 , 8 , 0.60 , 11 , 0.82 , 11 , 0.81 , 13 , 0.94 , 11 , 0.79 , 20 , 1.43 , 12 , 0.85 , 21 , 1.48 , 12 , 0.84 , 21 , 1.47 , 0 , 0
"Stockholm " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 98 , 5.23 , 70 , 3.70 , 87 , 4.54 , 87 , 4.47 , 120 , 6.07 , 89 , 4.42 , 79 , 3.85 , 138 , 6.61 , 136 , 6.39 , 99 , 4.58 , 82 , 3.73 , 83 , 3.72 , 89 , 3.92 , 151 , 6.54 , 118 , 5.03 , 101 , 4.25 , 71 , 2.97 , 147 , 6.09 , 137 , 5.61 , 160 , 6.52 , 105 , 4.25 , 137 , 5.51 , 0 , 0
"Södermanland " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 27 , 10.34 , 9 , 3.44 , 11 , 4.18 , 18 , 6.80 , 12 , 4.49 , 18 , 6.70 , 23 , 8.50 , 31 , 11.39 , 36 , 13.10 , 20 , 7.21 , 22 , 7.84 , 29 , 10.22 , 16 , 5.55 , 26 , 8.92 , 42 , 14.25 , 22 , 7.39 , 21 , 7.01 , 40 , 13.25 , 34 , 11.24 , 55 , 18.22 , 34 , 11.28 , 25 , 8.32 , 0 , 0
"Uppsala " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 3.31 , 24 , 7.89 , 24 , 7.50 , 30 , 9.29 , 32 , 9.79 , 33 , 9.96 , 15 , 4.47 , 38 , 11.23 , 49 , 14.33 , 14 , 4.05 , 19 , 5.45 , 53 , 14.96 , 43 , 11.90 , 47 , 12.74 , 38 , 10.10 , 35 , 9.12 , 27 , 6.95 , 65 , 16.45 , 44 , 10.98 , 52 , 12.85 , 32 , 7.84 , 60 , 14.61 , 1 , 0.24
"Värmland " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.37 , 1 , 0.37 , 1 , 0.37 , 1 , 0.37 , 1 , 0.37 , 2 , 0.73 , 4 , 1.46 , 2 , 0.73 , 4 , 1.46 , 4 , 1.46 , 2 , 0.73 , 5 , 1.81 , 6 , 2.15 , 15 , 5.35 , 12 , 4.26 , 21 , 7.44 , 10 , 3.54 , 19 , 6.71 , 27 , 9.51 , 31 , 10.93 , 31 , 10.94 , 30 , 10.60 , 0 , 0
"Västerbotten " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.39 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.39 , 0 , 0 , 0 , 0 , 1 , 0.39 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0.74 , 0 , 0 , 1 , 0.37 , 0 , 0 , 0 , 0 , 1 , 0.36 , 1 , 0.36 , 2 , 0.71 , 0 , 0 , 0 , 0
"Västernorrland " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.41 , 0 , 0 , 0 , 0 , 1 , 0.41 , 0 , 0 , 2 , 0.82 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.41 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.41 , 0 , 0 , 0 , 0 , 1 , 0.41 , 2 , 0.82 , 1 , 0.41 , 1 , 0.41 , 3 , 1.25 , 0 , 0
"Västmanland " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 1.15 , 1 , 0.38 , 2 , 0.80 , 2 , 0.80 , 1 , 0.40 , 4 , 1.59 , 6 , 2.38 , 4 , 1.58 , 5 , 1.95 , 11 , 4.25 , 4 , 1.53 , 15 , 5.68 , 13 , 4.86 , 12 , 4.43 , 25 , 9.13 , 22 , 7.98 , 20 , 7.22 , 28 , 10.04 , 28 , 9.97 , 33 , 11.75 , 20 , 7.11 , 26 , 9.26 , 0 , 0
"Västra Götaland " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 0.79 , 13 , 0.85 , 19 , 1.24 , 19 , 1.23 , 20 , 1.28 , 24 , 1.53 , 20 , 1.27 , 27 , 1.70 , 23 , 1.44 , 15 , 0.93 , 18 , 1.10 , 39 , 2.37 , 25 , 1.50 , 60 , 3.55 , 60 , 3.51 , 63 , 3.65 , 53 , 3.06 , 108 , 6.19 , 80 , 4.55 , 121 , 6.85 , 62 , 3.50 , 94 , 5.29 , 0 , 0
"Örebro " , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.37 , 1 , 0.36 , 1 , 0.36 , 1 , 0.36 , 3 , 1.08 , 1 , 0.36 , 2 , 0.71 , 4 , 1.42 , 5 , 1.77 , 4 , 1.40 , 2 , 0.69 , 8 , 2.75 , 8 , 2.71 , 8 , 2.68 , 15 , 4.96 , 12 , 3.94 , 20 , 6.54 , 29 , 9.45 , 18 , 5.85 , 23 , 7.46 , 17 , 5.51 , 21 , 6.81 , 0 , 0
